sector,tic,human_label,tmag,period_d,duration_min,depth,depth_snr,sde_max,repeated_top_observations,vet_sheet_filename,vet_sheet_relative_path
58,646374542,planet_like,18.579477965569,0.125426047497972,6,0.323437619781885,5.83797624903373,82.0531769088212,1,S58_TIC646374542_planet_like.png,
58,2045881230,planet_like,19.4093011074473,0.13358583245603,12,0.546228121432882,13.2427755577415,65.7161590925634,1,S58_TIC2045881230_planet_like.png,
58,620393380,planet_like,18.8614281747073,0.382643793749872,9,0.364857075228287,4.41642032052265,31.4325856396972,1,S58_TIC620393380_planet_like.png,
58,1201247611,planet_like,18.2032850358682,0.138081764416431,6,0.179885796937033,3.04241829461385,21.5773411911733,1,S58_TIC1201247611_planet_like.png,
59,170963213,planet_like,16.6443016504947,0.30716959830941,21,0.323479052294007,5.91492274544474,484.551133244801,1,S59_TIC170963213_planet_like.png,
59,670722447,planet_like,18.4155575379617,0.141499639241465,12,0.425158224656862,9.26816494280413,152.591766407895,1,S59_TIC670722447_planet_like.png,
59,1201319601,planet_like,20.1046822964694,0.129296285724755,9,0.68321563387828,13.2765701170137,53.108905985487,1,S59_TIC1201319601_planet_like.png,
59,662750122,planet_like,18.8513862643428,0.164292817422543,15,0.156374358402142,3.52016805331444,24.5744885649147,1,S59_TIC662750122_planet_like.png,
60,188819697,planet_like,17.965785198247,0.179418348194157,12,0.181881193052361,3.11356796382467,213.166345724723,1,S60_TIC188819697_planet_like.png,
60,55502089,planet_like,18.2996419664034,0.142435020187664,12,0.284753485996293,5.44847891985663,106.160115919588,1,S60_TIC55502089_planet_like.png,
60,1883504789,planet_like,18.3556231779239,0.157432811139553,9,0.529393262050335,8.38900743262623,97.8462842877015,1,S60_TIC1883504789_planet_like.png,
60,802667130,planet_like,18.4506313052947,0.159243983185226,9,0.373136850276748,5.98745139311168,97.2335547493403,1,S60_TIC802667130_planet_like.png,
60,444988803,planet_like,18.3423962552223,0.291880925341862,12,0.362148816033206,4.90642247334725,57.3239086703258,1,S60_TIC444988803_planet_like.png,
60,81104679,planet_like,17.9725175858324,0.341018730681739,15,0.11177121662796,1.59464979346809,27.7842976282992,1,S60_TIC81104679_planet_like.png,
61,270679102,planet_like,16.7667759131828,0.149438678297903,21,0.137893958860968,3.86978587846327,924.119487324284,1,S61_TIC270679102_planet_like.png,
61,452954413,planet_like,17.5493372248611,0.158241695003329,9,0.336756158790447,6.20948899518786,449.392952787606,1,S61_TIC452954413_planet_like.png,
61,803489769,planet_like,17.8947678805168,0.120973551132065,6,0.454211940502716,7.85749072082814,276.287690716503,1,S61_TIC803489769_planet_like.png,
61,96852226,planet_like,17.5771616420197,0.147184545626004,9,0.226437989906859,4.34083024820117,271.566689798366,1,S61_TIC96852226_planet_like.png,
61,835734923,planet_like,18.2297295358315,0.198186114902284,21,0.445232852591516,10.9350193950926,216.110933814372,1,S61_TIC835734923_planet_like.png,
61,36085812,planet_like,17.6601355217664,0.225685662686025,6,0.258330415691627,3.46800546168688,165.158965987316,1,S61_TIC36085812_planet_like.png,
61,767706310,planet_like,18.4887106636931,0.130794580854065,9,0.349135344612775,7.12545567931192,153.889231315927,1,S61_TIC767706310_planet_like.png,
61,255756592,planet_like,17.6439565895712,0.148665459056577,6,0.710461479508221,11.0097828590509,86.9106421076374,1,S61_TIC255756592_planet_like.png,
61,675201170,planet_like,18.7580311454012,0.157268168456012,15,0.213229686356624,5.02456450135826,86.5498367473382,1,S61_TIC675201170_planet_like.png,
61,806590905,planet_like,18.9604907301141,0.203977671988242,12,0.188645528589902,3.520178790291,46.5895091158966,1,S61_TIC806590905_planet_like.png,
61,771109695,planet_like,19.1240445011698,0.150074094420082,6,0.537760208144341,8.36654382253726,39.6934309835134,1,S61_TIC771109695_planet_like.png,
61,772365221,planet_like,18.7998553474193,0.204051606602062,9,0.221275365046805,3.6249600035622,31.5172484654592,1,S61_TIC772365221_planet_like.png,
61,270555414,wide_transit_like,19.7822292705161,0.153126063952772,30,0.61517238256078,19.9929238527974,223.133467281349,1,S61_TIC270555414_wide_transit_like.png,
62,124573902,planet_like,16.9667798087073,0.332852184697642,12,0.331819016933755,4.79359542029539,679.445449771883,1,S62_TIC124573902_planet_like.png,
62,841641318,planet_like,18.4840830682776,0.185967639894696,9,0.499860934171239,8.41021674808772,218.513509594138,1,S62_TIC841641318_planet_like.png,
62,192991819,planet_like,17.4159642404517,0.150849709942345,12,0.176139267120968,3.74603663553004,115.316744444755,1,S62_TIC192991819_planet_like.png,
62,101433897,planet_like,18.3077169870573,0.206697292889003,9,0.274931737812053,4.39809347185743,104.869865130462,1,S62_TIC101433897_planet_like.png,
62,826164830,planet_like,18.5463775307707,0.15090986136845,6,0.220350815436977,3.36609725622189,48.0576096257262,1,S62_TIC826164830_planet_like.png,
62,808364853,planet_like,18.8856206403119,0.175902586385056,9,0.160162045612784,2.84204956862135,44.9288422402063,1,S62_TIC808364853_planet_like.png,
62,874726613,planet_like,19.0442832687663,0.154176217325428,9,0.207040455236659,3.79380973136551,24.5480548140118,1,S62_TIC874726613_planet_like.png,
62,874383420,wide_transit_like,16.8443175560698,0.179631997553634,6,0.986474489693045,13.6505992582472,371.419111326684,1,S62_TIC874383420_wide_transit_like.png,
