config,bkspace_d,sigma_clip,duration_min,depth,injection_cases,median_retention,p16_retention,p84_retention,min_retention,max_retention,median_cadences
bk1.2_sig5,1.2,5.0,240.0,0.3,33,0.9726082694976406,0.9602007654783302,0.9923069601080402,0.9233428872065412,1.1498719353906997,720.0
bk1.2_sig5,1.2,5.0,360.0,0.1,33,0.9871333126673115,0.9701572371322631,0.9940929181831925,0.9233171740286589,1.1285614575729779,1080.0
bk1.2_sig5,1.2,5.0,360.0,0.3,33,0.9599211728422585,0.9446126719429967,0.985384372354206,0.9248929757496523,1.1586736010267162,1080.0
bk2_sig3,2.0,3.0,180.0,0.1,33,0.9939459880833224,0.9793968170422217,0.9995459771433084,0.9225040237249599,1.0682446282156481,540.0
bk2_sig3,2.0,3.0,180.0,0.3,33,0.9768820132373635,0.9690396716728041,0.9933239525622077,0.9237375881110975,1.1051603033999489,540.0
bk2_sig3,2.0,3.0,240.0,0.1,33,0.9907609742414786,0.9764355088763373,0.9977767856991238,0.9234908672657888,1.0572903052166787,720.0
bk2_sig3,2.0,3.0,240.0,0.3,33,0.9737016092400904,0.9619565690701611,0.9925457115954115,0.9241863166278745,1.1122525754241588,720.0
bk2_sig3,2.0,3.0,360.0,0.1,33,0.9847041606070539,0.9616829055877338,0.9989914729810127,0.9224073341358008,1.0550061706900487,1080.0
bk2_sig3,2.0,3.0,360.0,0.3,33,0.9596197186809219,0.9464454450733302,0.9858372208986536,0.9246076431256288,1.1383173048571416,1080.0
bk2_sig5,2.0,5.0,180.0,0.1,33,0.9928992444646711,0.9829780895997783,0.999113478225861,0.9236111581531853,1.1372677796673285,540.0
bk2_sig5,2.0,5.0,180.0,0.3,33,0.9775193921136315,0.9672463818148533,0.9953036705443042,0.924719676718525,1.1491144680774121,540.0
bk2_sig5,2.0,5.0,240.0,0.1,33,0.989814812262742,0.9813843721369225,0.9989007682561931,0.9245877011952841,1.13885349578278,720.0
